0 -1.0 -1.0 1.0 0.00952031851358 0
1 -1.0 -3.0 1.0 0.00904138646726 0
2 1.0 -5.0 3.0 0.016589142425 0
3 1.0 -7.0 3.0 0.00177316057554 0
4 1.0 -7.0 5.0 0.004110220049 0
5 1.0 -9.0 5.0 0.00548348734766 0
6 3.0 -9.0 5.0 0.0086035416983 0
7 3.0 -11.0 5.0 0.0108187603863 0
8 3.0 -11.0 7.0 0.00782256713779 0
9 3.0 -13.0 7.0 0.00421360588891 0
10 5.0 -13.0 7.0 0.0159094123682 0
11 5.0 -15.0 7.0 0.00457028795149 0
12 7.0 -15.0 7.0 0.0100196888707 0
13 7.0 -17.0 7.0 0.0137379306326 0
14 9.0 -19.0 7.0 0.0103279153157 0
15 11.0 -19.0 7.0 0.00490625197226 0
16 11.0 -21.0 7.0 0.0106997459362 0
17 13.0 -21.0 7.0 0.012085003674 0
18 13.0 -21.0 9.0 0.00429384251777 0
19 15.0 -23.0 9.0 0.0121895098117 0
20 17.0 -23.0 9.0 0.0136995520192 0
21 19.0 -23.0 9.0 0.0120315950657 0
22 19.0 -23.0 11.0 0.00932851947548 0
23 21.0 -23.0 7.0 0.00889181900247 0
24 21.0 -23.0 11.0 0.00425836589855 0
25 21.0 -21.0 11.0 0.0125290379743 0
26 23.0 -23.0 7.0 0.00200132381997 0
27 23.0 -21.0 9.0 0.0040135642029 0
28 23.0 -21.0 11.0 0.00335807705497 0
29 25.0 -21.0 9.0 0.00848025292767 0
30 25.0 -19.0 9.0 0.00331459896078 0
31 25.0 -21.0 11.0 0.00439724231659 0
32 27.0 -19.0 9.0 0.00661229037655 0
33 27.0 -21.0 11.0 0.00779184914335 0
34 27.0 -17.0 9.0 0.00253281996672 0
35 29.0 -17.0 9.0 0.00563088734479 0
36 29.0 -17.0 11.0 0.0120364808794 0
37 29.0 -19.0 11.0 0.00320747984974 0
38 29.0 -19.0 13.0 0.0129647312932 0
39 31.0 -15.0 11.0 0.00937693881524 0
40 31.0 -15.0 13.0 0.0072905698725 0
41 31.0 -17.0 15.0 0.00786623870598 0
42 31.0 -13.0 13.0 0.00706414285886 0
43 31.0 -15.0 15.0 0.0139934698283 0
44 29.0 -15.0 15.0 0.0114948133998 0
45 29.0 -13.0 15.0 0.00428040771426 1
46 31.0 -11.0 13.0 0.00368513565957 0
47 31.0 -11.0 15.0 0.0115163909862 1
48 27.0 -13.0 15.0 0.0164245345779 1
49 31.0 -9.0 15.0 0.00359263055869 0
50 31.0 -9.0 17.0 0.00897406092516 1
51 25.0 -11.0 17.0 0.0133201122171 1
52 31.0 -7.0 17.0 0.00417494447495 0
53 31.0 -7.0 19.0 0.00800248495219 1
54 23.0 -11.0 17.0 0.00360204991542 1
55 23.0 -11.0 19.0 0.00319142102457 0
56 31.0 -5.0 21.0 0.0109868732117 1
57 21.0 -11.0 19.0 0.00978319328888 1
58 29.0 -5.0 23.0 0.00411975643595 0
59 29.0 -3.0 23.0 0.013957841238 1
60 19.0 -11.0 19.0 0.0159462888066 1
61 29.0 -3.0 25.0 0.00808935206931 1
62 17.0 -11.0 19.0 0.00264393597337 0
63 17.0 -11.0 17.0 0.00199770821418 0
64 17.0 -13.0 17.0 0.00823965760671 1
65 29.0 -3.0 27.0 0.0104677289622 1
66 17.0 -13.0 15.0 0.00359931707761 1
67 17.0 -15.0 15.0 0.0148538936078 0
68 29.0 -3.0 29.0 0.00378177088209 1
69 31.0 -3.0 29.0 0.00428191136681 0
70 17.0 -15.0 13.0 0.0150170185597 1
71 17.0 -17.0 13.0 0.00542140623873 0
72 31.0 -3.0 31.0 0.00760445538283 0
73 31.0 -5.0 31.0 0.0029310623009 1
74 17.0 -17.0 11.0 0.0104869273555 0
75 17.0 -15.0 11.0 0.00491493995184 0
76 15.0 -15.0 11.0 0.00573408170988 1
77 31.0 -5.0 33.0 0.0184011281523 1
78 13.0 -15.0 11.0 0.00698930853471 1
79 31.0 -5.0 35.0 0.00834407837408 1
