0 -1.0 -1.0 1.0 0.0267576019864 1
1 -1.0 -1.0 3.0 0.0116443036335 1
2 -1.0 1.0 -1.0 0.00442720946018 1
3 -1.0 1.0 1.0 0.0394159042234 0
4 1.0 1.0 1.0 0.00464594841841 0
5 -1.0 -1.0 5.0 0.00358642455128 0
6 1.0 -3.0 5.0 0.0145157328046 1
7 -1.0 3.0 1.0 0.124567429859 0
8 3.0 -3.0 7.0 0.00516773961956 0
9 3.0 -5.0 7.0 0.00566204636951 1
10 5.0 -5.0 7.0 0.00789524027212 1
11 7.0 -5.0 7.0 0.00532250756007 1
12 7.0 -7.0 5.0 0.00767133128442 0
13 9.0 -7.0 5.0 0.00911098095664 1
14 11.0 -7.0 5.0 0.0108113365997 1
15 13.0 -7.0 7.0 0.00511644143941 1
16 15.0 -7.0 7.0 0.0103169470077 1
17 17.0 -7.0 7.0 0.0155064391137 1
18 17.0 -5.0 7.0 0.00356712227567 0
19 19.0 -5.0 7.0 0.0089569923717 1
20 21.0 -5.0 7.0 0.00926889259764 1
21 21.0 -3.0 7.0 0.00182499411481 0
22 23.0 -3.0 7.0 0.0074523880941 1
23 25.0 -1.0 7.0 0.0198383062159 1
24 25.0 1.0 7.0 0.016891539324 0
25 23.0 1.0 5.0 0.0115385217794 1
26 25.0 1.0 5.0 0.0112818644707 0
27 25.0 3.0 7.0 0.0120117547776 0
28 25.0 3.0 9.0 0.00828234500952 0
29 27.0 3.0 7.0 0.00448808270158 0
30 27.0 3.0 5.0 0.016904469101 0
31 21.0 1.0 3.0 0.00668982556648 1
32 21.0 1.0 5.0 0.00754154072144 0
33 27.0 3.0 3.0 0.009122432322 0
34 25.0 5.0 7.0 0.00576875134481 0
35 25.0 1.0 11.0 0.0195515454985 0
36 27.0 3.0 11.0 0.00747836388287 0
37 29.0 1.0 9.0 0.00608761022136 0
38 29.0 3.0 9.0 0.00780689359266 0
39 29.0 3.0 7.0 0.0158448878997 0
40 29.0 5.0 3.0 0.005805668602 0
41 19.0 3.0 1.0 0.00597894785538 1
42 19.0 3.0 3.0 0.0178550249777 0
43 29.0 3.0 1.0 0.012133561799 0
44 29.0 5.0 1.0 0.00284105640885 0
45 25.0 7.0 7.0 0.00360029925901 0
46 23.0 7.0 7.0 0.0229880300882 0
47 29.0 3.0 11.0 0.0305941643044 0
48 29.0 1.0 11.0 0.00756155493487 0
49 31.0 5.0 3.0 0.0166392886841 0
50 31.0 7.0 3.0 0.0056317649667 0
51 31.0 7.0 1.0 0.00608410423282 0
52 29.0 7.0 1.0 0.00752499056321 0
53 27.0 7.0 1.0 0.0178231021322 0
54 17.0 5.0 1.0 0.00388288667844 0
